ROL,2020-10-28,Sep 2020,0.15,0.17,0.02,13.3
MSM,2020-10-27,Aug 2020,0.96,1.09,0.13,13.5
QRVO,2020-11-04,Sep 2020,2.14,2.43,0.29,13.5
CREE,2020-10-28,Sep 2020,-0.22,-0.19,0.03,13.6
FLS,2020-11-05,Sep 2020,0.44,0.5,0.06,13.6
BAX,2020-10-29,Sep 2020,0.73,0.83,0.1,13.7
AMD,2020-10-27,Sep 2020,0.36,0.41,0.05,13.8
PYPL,2020-11-02,Sep 2020,0.94,1.07,0.13,13.8
WST,2020-10-22,Sep 2020,1.01,1.15,0.14,13.8
PG,2020-10-20,Sep 2020,1.43,1.63,0.2,13.9
PINC,2020-11-02,Sep 2020,0.5,0.57,0.07,14
SCCO,2020-10-26,Sep 2020,0.57,0.65,0.08,14
VLO,2020-10-22,Sep 2020,-1.35,-1.16,0.19,14
TXN,2020-10-20,Sep 2020,1.27,1.45,0.18,14.1
ARES,2020-10-28,Sep 2020,0.42,0.48,0.06,14.2
AVTR,2020-10-27,Sep 2020,0.21,0.24,0.03,14.2
DD,2020-10-29,Sep 2020,0.77,0.88,0.11,14.2
EXPD,2020-11-03,Sep 2020,0.98,1.12,0.14,14.2
FLIR,2020-10-30,Sep 2020,0.56,0.64,0.08,14.2
LEG,2020-11-02,Sep 2020,0.7,0.8,0.1,14.2
AMG,2020-10-26,Sep 2020,2.86,3.27,0.41,14.3
CPRT,2020-11-18,Oct 2020,0.69,0.79,0.1,14.4
CNA,2020-11-02,Sep 2020,0.62,0.71,0.09,14.5
CDNS,2020-10-19,Sep 2020,0.61,0.7,0.09,14.7
VEEV,2020-12-01,Oct 2020,0.68,0.78,0.1,14.7
DGX,2020-10-22,Sep 2020,3.75,4.31,0.56,14.9
GIS,2020-09-23,Aug 2020,0.87,1,0.13,14.9
MCD,2020-11-09,Sep 2020,1.93,2.22,0.29,15
PRAH,2020-11-04,Sep 2020,1.13,1.3,0.17,15
LPLA,2020-10-29,Sep 2020,1.25,1.44,0.19,15.2
CE,2020-10-25,Sep 2020,1.69,1.95,0.26,15.3
GILD,2020-10-28,Sep 2020,1.83,2.11,0.28,15.3
ITT,2020-10-30,Sep 2020,0.71,0.82,0.11,15.4
LYB,2020-10-30,Sep 2020,1.1,1.27,0.17,15.4
PKG,2020-10-26,Sep 2020,1.36,1.57,0.21,15.4
BLL,2020-11-05,Sep 2020,0.77,0.89,0.12,15.5
SYNH,2020-10-29,Sep 2020,0.9,1.04,0.14,15.5
PCAR,2020-10-20,Sep 2020,0.96,1.11,0.15,15.6
REGN,2020-11-05,Sep 2020,7.23,8.36,1.13,15.6
EMR,2020-11-03,Sep 2020,0.95,1.1,0.15,15.7
LEA,2020-10-30,Sep 2020,3.22,3.73,0.51,15.8
EIX,2020-10-27,Sep 2020,1.44,1.67,0.23,15.9
VNT,2020-10-29,Sep 2020,0.69,0.8,0.11,15.9
ZBRA,2020-11-03,Sep 2020,2.82,3.27,0.45,15.9
ABMD,2020-10-29,Sep 2020,0.87,1.01,0.14,16
ACGL,2020-10-29,Sep 2020,0.25,0.29,0.04,16
DG,2020-12-03,Oct 2020,1.99,2.31,0.32,16
