WLTW,2020-10-29,Sep 2020,1.28,1.33,0.05,3.9
BKI,2020-11-09,Sep 2020,0.5,0.52,0.02,4
DLR,2020-10-29,Sep 2020,1.48,1.54,0.06,4
EHC,2020-10-28,Sep 2020,0.75,0.78,0.03,4
ICE,2020-10-29,Sep 2020,0.99,1.03,0.04,4
AIV,2020-10-29,Sep 2020,0.73,0.76,0.03,4.1
JCI,2020-11-03,Sep 2020,0.73,0.76,0.03,4.1
VTR,2020-11-06,Sep 2020,0.72,0.75,0.03,4.1
BLUE,2020-11-04,Sep 2020,-3.07,-2.94,0.13,4.2
KRC,2020-10-28,Sep 2020,0.95,0.99,0.04,4.2
KSU,2020-10-16,Sep 2020,1.88,1.96,0.08,4.2
FISV,2020-10-27,Sep 2020,1.15,1.2,0.05,4.3
SRC,2020-11-02,Sep 2020,0.69,0.72,0.03,4.3
CHD,2020-10-29,Sep 2020,0.67,0.7,0.03,4.4
DUK,2020-11-05,Sep 2020,1.79,1.87,0.08,4.4
LHX,2020-10-30,Sep 2020,2.72,2.84,0.12,4.4
PM,2020-10-20,Sep 2020,1.36,1.42,0.06,4.4
MOS,2020-11-02,Sep 2020,0.22,0.23,0.01,4.5
HEI,2020-12-21,Oct 2020,0.43,0.45,0.02,4.6
HON,2020-10-30,Sep 2020,1.49,1.56,0.07,4.7
EVRG,2020-11-05,Sep 2020,1.65,1.73,0.08,4.8
MET,2020-11-04,Sep 2020,1.65,1.73,0.08,4.8
WRB,2020-10-20,Sep 2020,0.62,0.65,0.03,4.8
FE,2020-11-02,Sep 2020,0.8,0.84,0.04,5
NVR,2020-10-20,Sep 2020,62.01,65.11,3.1,5
MPW,2020-10-29,Sep 2020,0.39,0.41,0.02,5.1
NOC,2020-10-22,Sep 2020,5.6,5.89,0.29,5.1
ACM,2020-11-16,Sep 2020,0.57,0.6,0.03,5.2
FLT,2020-11-05,Sep 2020,2.66,2.8,0.14,5.2
MTB,2020-10-22,Sep 2020,2.63,2.77,0.14,5.3
ROP,2020-10-27,Sep 2020,3.01,3.17,0.16,5.3
KDP,2020-10-29,Sep 2020,0.37,0.39,0.02,5.4
QGEN,2020-10-27,Sep 2020,0.55,0.58,0.03,5.4
ECL,2020-10-27,Sep 2020,1.09,1.15,0.06,5.5
NDAQ,2020-10-21,Sep 2020,1.45,1.53,0.08,5.5
WAB,2020-10-29,Sep 2020,0.9,0.95,0.05,5.5
XEL,2020-10-29,Sep 2020,1.08,1.14,0.06,5.5
EXR,2020-11-04,Sep 2020,1.24,1.31,0.07,5.6
LNT,2020-11-02,Sep 2020,0.89,0.94,0.05,5.6
ROK,2020-11-10,Sep 2020,1.77,1.87,0.1,5.6
ELS,2020-10-19,Sep 2020,0.52,0.55,0.03,5.7
AAPL,2020-10-29,Sep 2020,0.69,0.73,0.04,5.8
AWK,2020-11-04,Sep 2020,1.38,1.46,0.08,5.8
SAIC,2020-12-03,Oct 2020,1.53,1.62,0.09,5.8
WM,2020-11-02,Sep 2020,1.03,1.09,0.06,5.8
CPT,2020-10-29,Sep 2020,1.18,1.25,0.07,5.9
SHW,2020-10-27,Sep 2020,2.6,2.76,0.16,6.1
SON,2020-10-22,Sep 2020,0.81,0.86,0.05,6.1
CNP,2020-11-05,Sep 2020,0.32,0.34,0.02,6.2
